Senator,Estimated Holdings,Symbol,Company,Sector,Industry
Tom Carper (D-DE),"$8,200",PTMC,Pacer Funds Trust - Pacer Trendpilot 450 ETF,Finance,Specialty Insurers
Susan Collins (R-ME),"$8,200",AON,Aon plc,Finance,Specialty Insurers
Doug Jones (D-AL),"$8,200",POSIX,Principal Global Real Estate Securities Fund Insti,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Doug Jones (D-AL),"$8,200",FREAX,Nuveen Real Estate Securities Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Sheldon Whitehouse (D-RI),"$8,200",LCMAX,Driehaus Active Income Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Mike Crapo (R-ID),"$8,100",LSIFX,ClearBridge Aggressive Growth Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Ron Wyden (D-OR),"$8,100",PELBX,PIMCO Emerging Local Bond Institutional,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Tom Carper (D-DE),"$8,100",MCD,McDonald's Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Angus King (D-ME),"$8,100",DODFX,Dodge & Cox International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Barbara A Mikulski (D-MD),"$8,100",DODFX,Dodge & Cox International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Maria Cantwell (D-WA),"$8,100",DODFX,Dodge & Cox International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Sheldon Whitehouse (D-RI),"$8,100",DODFX,Dodge & Cox International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Tom Carper (D-DE),"$8,100",CVX,Chevron Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Tom Carper (D-DE),"$8,100",CB,Chubb Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Dan Sullivan (R-AK),"$8,000",TSCIX,AMG TimesSquare Small Cap Growth Fund Class Z,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
David Perdue (R-GA),"$8,000",UN,Unilever N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Shelley Moore Capito (R-WV),"$8,000",SIEGY,Siemens Aktiengesellschaft,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Jim Risch (R-ID),"$8,000",BIIEX,Brandes Institutional International Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Doug Jones (D-AL),"$7,900",ASRYX,Invesco Global Real Estate Y,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Rob Portman (R-OH),"$7,900",DEM,WisdomTree Emerging Markets Equity Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Tom Carper (D-DE),"$7,900",WELL,Welltower Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
John Hoeven (R-ND),"$7,800",AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Gary Peters (D-MI),"$7,800",POM,Pepco Holdings,Consumer Services,Television Services
Chuck Grassley (R-IA),"$7,800",WFFAX,Wells Fargo Advantage Intl Value,Consumer Services,Television Services
Doug Jones (D-AL),"$7,800",ODMAX,Oppenheimer Developing Markets Fund,Consumer Services,Television Services
Thad Cochran (R-MS),"$7,800",EMLC,EMLC - VanEck Vectors JP Morgan EM LC Bd ETF,Consumer Services,Television Services
Mark Warner (D-VA),"$7,800",OAKIX,Oakmark International Fund,Consumer Services,Television Services
Tom Carper (D-DE),"$7,700",BCX,Blackrock Resource & Commodity Strategy TrustFil,Consumer Services,Television Services
Gary Peters (D-MI),"$7,700",OCSI,Fifth Street Senior Floating R,Consumer Services,Television Services
Tina Smith (D-MN),"$7,700",FNF,Fidelity,Consumer Services,Television Services
Doug Jones (D-AL),"$7,700",SSGSX,Victory Sycamore Small Co Opportunity Fund,Consumer Services,Television Services
Angus King (D-ME),"$7,700",COP,ConocoPhillips,Consumer Services,Television Services
Gary Peters (D-MI),"$7,700",CLF,Cliffs Natural Resources,Consumer Services,Television Services
Tom Carper (D-DE),"$7,700",HBI,Hanesbrands Inc.,Consumer Services,Television Services
Shelley Moore Capito (R-WV),"$7,700",CMCSA,Comcast Corporation,Consumer Services,Television Services
Angus King (D-ME),"$7,700",CMCSA,Comcast Corporation,Consumer Services,Television Services
Susan Collins (R-ME),"$7,600",BWA,BorgWarner Inc,Basic Industries,Aluminum
Jerry Moran (R-KS),"$7,600",OXY,Occidental Petroleum,Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$7,600",JAOSX,Janus Overseas I (NASDAQ),Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$7,600",USB,U.S. Bancorp,Basic Industries,Aluminum
Shelley Moore Capito (R-WV),"$7,600",TD,The Toronto-Dominion Bank,Basic Industries,Aluminum
Ed Markey (D-MA),"$7,500",SVVC,Firsthand Technology Value Fund,Basic Industries,Aluminum
Ted Cruz (R-TX),"$7,500",GIMDX,Goldman Sachs Local Emrg Mkts Debt Institutional,Basic Industries,Aluminum
Doug Jones (D-AL),"$7,500",AGREX,Invesco Global Real Estate Fund,Basic Industries,Aluminum
Doug Jones (D-AL),"$7,500",AQMRX,AQR Managed Futures Strategy Fund,Basic Industries,Aluminum
Thad Cochran (R-MS),"$7,400",KBR,KBR Inc,Basic Industries,Aluminum
Jack Reed (D-RI),"$7,400",INTC,INTC-Intel Corp,Basic Industries,Aluminum
Richard Burr (R-NC),"$7,400",PHG,Koninklijke Philips,Basic Industries,Aluminum
Jerry Moran (R-KS),"$7,400",JPM,JPMorgan Chase & Co,Basic Industries,Aluminum
David Perdue (R-GA),"$7,400",BK,Bank of New York Mellon,Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$7,400",HPQ,HP Inc.,Basic Industries,Aluminum
Jack Reed (D-RI),"$7,400",EEM,iShares Emerging Market,Basic Industries,Aluminum
Dan Sullivan (R-AK),"$7,400",GTCSX,Glenmede Small Cap Equity Fund,Basic Industries,Aluminum
Pat Roberts (R-KS),"$7,300",DVN,Devon Energy,Basic Industries,Aluminum
Jerry Moran (R-KS),"$7,300",CVS,CVS Health,Basic Industries,Aluminum
Angus King (D-ME),"$7,300",PRU,Prudential Financial,Basic Industries,Aluminum
Tina Smith (D-MN),"$7,200",PIPR,Piper Jaffray Companies,Basic Industries,Aluminum
John Boozman (R-AR),"$7,100",HON,Honeywell International,Basic Industries,Aluminum
James M Inhofe (R-OK),"$7,100",DIS,The Walt Disney Co,Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$7,100",CPRI,Michael Kors Holdings Limited (NYSE),Basic Industries,Aluminum
Mike Crapo (R-ID),"$7,100",IMLPX,MainGate MLP I,Basic Industries,Aluminum
Angus King (D-ME),"$7,100",HST,Host Hotels & Resorts,Basic Industries,Aluminum
John Boozman (R-AR),"$7,100",GEM,Goldman Sachs ETF Tr Activebeta Eme,Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$7,000",ANAVX,AllianzGI NFJ International Value Fund,Basic Industries,Aluminum
David Perdue (R-GA),"$6,900",EXEL,Exelis Inc,Basic Industries,Aluminum
David Perdue (R-GA),"$6,900",BP,BP PLC,Basic Industries,Aluminum
Mike Crapo (R-ID),"$6,900",NFFFX,American Funds New World F2,Basic Industries,Aluminum
Pat Toomey (R-PA),"$6,900",EEM,iShares Emerging Market,Basic Industries,Aluminum
Jerry Moran (R-KS),"$6,800",USB,U.S. Bancorp,Basic Industries,Aluminum
Shelley Moore Capito (R-WV),"$6,800",GILD,Gilead Sciences,Basic Industries,Aluminum
Sheldon Whitehouse (D-RI),"$6,800",M,Macy's Inc,Basic Industries,Aluminum
Shelley Moore Capito (R-WV),"$6,700",AXAHY,AXA SA,Basic Industries,Aluminum
Rob Portman (R-OH),"$6,600",TEFTX,TEFTX - Templeton Foreign C (NASDAQ),Basic Industries,Aluminum
Pat Toomey (R-PA),"$6,600",PCY,PowerShares Emerging Markets Sov Dbt ETF,Basic Industries,Aluminum
Gary Peters (D-MI),"$6,500",GE,GE Capital,Basic Industries,Aluminum
Tom Carper (D-DE),"$6,500",AA,Alcoa Corporation,Basic Industries,Aluminum
Richard Burr (R-NC),"$6,500",MCD,McDonald's Corp,Capital Goods,Metal Fabrications
David Perdue (R-GA),"$6,400",ACA,"Arcosa, Inc.",Capital Goods,Metal Fabrications
Shelley Moore Capito (R-WV),"$6,300",CMPGY,Compass Group PLC,Technology,Electronic Components
Jerry Moran (R-KS),"$6,300",AVT,"Avnet, Inc.",Technology,Electronic Components
Gary Peters (D-MI),"$6,200",JWN,Nordstrom Inc,Technology,Electronic Components
Gary Peters (D-MI),"$6,200",IVZ,Invesco Aim,Technology,Electronic Components
Jerry Moran (R-KS),"$6,200",WMB,Williams Companies,Technology,Electronic Components
Mike Rounds (R-SD),"$6,200",VGELX,Vanguard Energy Fund,Technology,Electronic Components
Tom Carper (D-DE),"$6,200",DRI,"Darden Restaurants, Inc.",Technology,Electronic Components
Susan Collins (R-ME),"$6,200",SLB,Schlumberger Ltd,Technology,Electronic Components
David Perdue (R-GA),"$6,100",PBA,Pembina Pipeline Corporation,Technology,Electronic Components
Tom Carper (D-DE),"$5,800",MDT,Medtronic Inc,Technology,Electronic Components
Dick Durbin (D-IL),"$5,700",PFE,Pfizer Inc,Technology,Electronic Components
Shelley Moore Capito (R-WV),"$5,600",BASFY,BASF SE,Technology,Electronic Components
Catherine Cortez Masto (D-NV),"$5,600",UUU,"Universal Security Instruments, Inc.",Technology,Electronic Components
Shelley Moore Capito (R-WV),"$5,600",BMY,Bristol-Myers Squibb,Consumer Non-Durables,Beverages (Production/Distribution)
Tom Carper (D-DE),"$5,500",BKCC,BlackRock Capital Investment Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
Shelley Moore Capito (R-WV),"$5,500",STT,State Street Bank & Trust Co,Consumer Non-Durables,Beverages (Production/Distribution)
Jack Reed (D-RI),"$5,500",NCR,NCR Corp,Consumer Non-Durables,Beverages (Production/Distribution)
Tom Carper (D-DE),"$5,500",CMTL,Comtech Telecommunications,Consumer Non-Durables,Beverages (Production/Distribution)
Bill Cassidy (R-LA),"$5,400",EMR,Emerson Electric,Consumer Non-Durables,Beverages (Production/Distribution)
Steve Daines (R-MT),"$5,400",XLE,Energy Select Sector SPDR ETF,Consumer Non-Durables,Beverages (Production/Distribution)
Tom Carper (D-DE),"$5,400",HPE,Hewlett-Packard,Consumer Non-Durables,Beverages (Production/Distribution)
Jerry Moran (R-KS),"$5,200",PFE,Pfizer Inc,Consumer Non-Durables,Beverages (Production/Distribution)
Tom Carper (D-DE),"$5,200",FPL,First Tr New Opportunity MLP &amp; Energy Fund,Consumer Non-Durables,Beverages (Production/Distribution)
Jack Reed (D-RI),"$5,200",FDX,FedEx Corp,Consumer Non-Durables,Beverages (Production/Distribution)
Patty Murray (D-WA),"$5,200",VGELX,Vanguard Energy Fund,Consumer Non-Durables,Beverages (Production/Distribution)
Angus King (D-ME),"$5,100",HSGFX,Hussman Strategic Growth Fund,Consumer Non-Durables,Beverages (Production/Distribution)
Shelley Moore Capito (R-WV),"$5,100",WAB,Westinghouse Air Brake Technologies Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
Shelley Moore Capito (R-WV),"$5,100",F,Ford Motor Co,Consumer Non-Durables,Beverages (Production/Distribution)
Sheldon Whitehouse (D-RI),"$5,000",WBA,Walgreen Co,Consumer Non-Durables,Beverages (Production/Distribution)
Sheldon Whitehouse (D-RI),"$5,000",DAL,"Delta Air Lines, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
Shelley Moore Capito (R-WV),"$4,900",DD,DowDuPont Inc,Consumer Non-Durables,Beverages (Production/Distribution)
Tom Carper (D-DE),"$4,900",SO,Southern Co,Consumer Non-Durables,Beverages (Production/Distribution)
Tammy Duckworth (D-IL),"$4,800",DELL,Dell Technologies,Consumer Non-Durables,Beverages (Production/Distribution)
Ben Cardin (D-MD),"$4,800",XLE,Energy Select Sector SPDR ETF,Consumer Non-Durables,Beverages (Production/Distribution)
Tom Carper (D-DE),"$4,700",WW,"Weight Watchers International, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
Tom Carper (D-DE),"$4,700",QLERX,AQR Long-Short Equity,Consumer Non-Durables,Beverages (Production/Distribution)
Jerry Moran (R-KS),"$4,700",CTL,CenturyLink,Consumer Non-Durables,Beverages (Production/Distribution)
James M Inhofe (R-OK),"$4,700",BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution)
John Boozman (R-AR),"$4,600",DXC,Dxc Technology Co,Consumer Non-Durables,Beverages (Production/Distribution)
Tammy Duckworth (D-IL),"$4,500",SMCWX,American Funds SMALLCAP World A,Consumer Non-Durables,Beverages (Production/Distribution)
Thad Cochran (R-MS),"$4,500",RAD,Rite Aid Corp,Consumer Non-Durables,Beverages (Production/Distribution)
Shelley Moore Capito (R-WV),"$4,500",V,Visa Inc,Consumer Non-Durables,Beverages (Production/Distribution)
Shelley Moore Capito (R-WV),"$4,400",BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution)
Tom Carper (D-DE),"$4,400",BAX,Baxter International,Energy,Oil & Gas Production
Sheldon Whitehouse (D-RI),"$4,300",CRSAX,Credit Suisse Commodity Ret Strat Fund,Energy,Oil & Gas Production
Mark Warner (D-VA),"$4,300",SYK,Concentric Medical Inc,Energy,Oil & Gas Production
James M Inhofe (R-OK),"$4,300",UL,Unilever,Energy,Oil & Gas Production
Angus King (D-ME),"$4,300",AMJ,JPMorgan Alerian MLP Index,Energy,Oil & Gas Production
John Hoeven (R-ND),"$4,300",BA,Boeing Co,Energy,Oil & Gas Production
Tom Carper (D-DE),"$4,200",UA,"Under Armour, Inc.",Energy,Oil & Gas Production
Jerry Moran (R-KS),"$4,200",RDS-B,Royal Dutch Shell plc,Energy,Oil & Gas Production
Sheldon Whitehouse (D-RI),"$4,200",MLPI,UBS ETRACS Alerian MLP Infras ETN,Energy,Oil & Gas Production
Sheldon Whitehouse (D-RI),"$4,200",TRIP,TripAdvisor Inc,Energy,Oil & Gas Production
Richard Burr (R-NC),"$4,200",GLIBA,GCI Liberty Inc,Energy,Oil & Gas Production
Shelley Moore Capito (R-WV),"$4,200",AZN,AstraZeneca PLC,Energy,Oil & Gas Production
Tom Carper (D-DE),"$4,100",BKR,Baker Hughes Inc,Energy,Oil & Gas Production
Shelley Moore Capito (R-WV),"$4,100",VTKLY,Vtech Holdings Limited,Energy,Oil & Gas Production
Thad Cochran (R-MS),"$4,100",CIT,CIT Group,Energy,Oil & Gas Production
John Hoeven (R-ND),"$4,100",NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas Production
Dianne Feinstein (D-CA),"$4,100",HAL,Halliburton Co,Technology,EDP Services
Bill Cassidy (R-LA),"$4,000",GWW,WW Grainger Inc,Technology,EDP Services
David Perdue (R-GA),"$4,000",CEQP,Crestwood Midstream Partners LP,Technology,EDP Services
James M Inhofe (R-OK),"$3,900",XBI,SPDR S&P Biotech ETF,Technology,EDP Services
Ben Cardin (D-MD),"$3,900",DBC,PowerShares DB Commodity Tracking ETF,Technology,EDP Services
Rand Paul (R-KY),"$3,900",RYJUX,Rydex Inverse Gov Long Bond Strategy Inv,Technology,EDP Services
Gary Peters (D-MI),"$3,800",CCL,Carnival Corp,Technology,EDP Services
Shelley Moore Capito (R-WV),"$3,800",GDDY,GoDaddy Inc.,Technology,EDP Services
Patty Murray (D-WA),"$3,800",FL,"Foot Locker, Inc.",Technology,EDP Services
Shelley Moore Capito (R-WV),"$3,800",MCO,Moody's Corporation,Technology,EDP Services
Kamala Harris (D-CA),"$3,700",IWF,iShares Russell 1000 Growth,Technology,EDP Services
Susan Collins (R-ME),"$3,700",ADP,"Automatic Data Processing, Inc.",Technology,EDP Services
John Thune (R-SD),"$3,600",ICPAX,Integrity Williston Basin/Md-N Amer,Technology,Computer Communications Equipment
Tammy Duckworth (D-IL),"$3,600",ABNDX,American Funds Bond Fund of America,Technology,Computer Communications Equipment
Sheldon Whitehouse (D-RI),"$3,500",PSA,Public Storage,Technology,Computer Communications Equipment
Jack Reed (D-RI),"$3,500",CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
Tom Carper (D-DE),"$3,500",EFA,Equity Investments MSCI EAFE,Technology,Computer Manufacturing
Bill Cassidy (R-LA),"$3,500",MDT,Medtronic Inc,Technology,Computer Manufacturing
Kamala Harris (D-CA),"$3,500",WEMIX,Wells Fargo Advantage Emerging Gr Instl,Technology,Computer Manufacturing
Susan Collins (R-ME),"$3,400",PFE,Pfizer Inc,Technology,Computer Manufacturing
Sheldon Whitehouse (D-RI),"$3,400",HAS,"Hasbro, Inc.",Technology,Computer Manufacturing
Tom Carper (D-DE),"$3,400",TGT,Target Corp,Technology,Computer Manufacturing
Jack Reed (D-RI),"$3,300",AAPL,Apple Inc.,Technology,Computer Manufacturing
Richard Blumenthal (D-CT),"$3,300",CVS,CVS Health,Consumer Services,Real Estate Investment Trusts
Tom Carper (D-DE),"$3,200",DHR,Danaher Corp,Consumer Services,Real Estate Investment Trusts
Jack Reed (D-RI),"$3,200",FEYE,FireEye Inc,Consumer Services,Real Estate Investment Trusts
Shelley Moore Capito (R-WV),"$3,200",AMT,American Tower Corporation (REIT),Consumer Services,Real Estate Investment Trusts
Shelley Moore Capito (R-WV),"$3,200",KYCCF,Keyence Corporation,Health Care,Major Pharmaceuticals
Richard Burr (R-NC),"$3,200",AUY,Yamana Gold,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$3,100",ITW,Illinois Tool Works,Health Care,Major Pharmaceuticals
Tom Carper (D-DE),"$3,100",LHX,Harris Corporation,Health Care,Major Pharmaceuticals
Thad Cochran (R-MS),"$3,100",AMPY,Midstates Petroleum,Health Care,Major Pharmaceuticals
Rand Paul (R-KY),"$3,000",RRPIX,ProFunds Rising Rates Opp Inv,Health Care,Major Pharmaceuticals
Thad Cochran (R-MS),"$3,000",GE,GE Capital,Health Care,Major Pharmaceuticals
Shelley Moore Capito (R-WV),"$3,000",NSRGY,Nestle,Health Care,Major Pharmaceuticals
Pat Roberts (R-KS),"$2,900",COF,Capital One Financial,Health Care,Major Pharmaceuticals
Kamala Harris (D-CA),"$2,900",HGOIX,HGOIX-Hartford Growth Opportunities I,Health Care,Major Pharmaceuticals
Angus King (D-ME),"$2,900",PG,Procter & Gamble,Health Care,Major Pharmaceuticals
Dianne Feinstein (D-CA),"$2,900",CVHL,CV Holdings,Health Care,Major Pharmaceuticals
Susan Collins (R-ME),"$2,900",M,Macy's Inc,Health Care,Major Pharmaceuticals
Shelley Moore Capito (R-WV),"$2,900",SLB,Schlumberger Ltd,Health Care,Major Pharmaceuticals
David Perdue (R-GA),"$2,800",STT,State Street Bank & Trust Co,Health Care,Major Pharmaceuticals
Shelley Moore Capito (R-WV),"$2,800",CSX,CSX Corp,Health Care,Major Pharmaceuticals
Pat Toomey (R-PA),"$2,700",NTRP,"Neurotrope, Inc.",Health Care,Major Pharmaceuticals
Shelley Moore Capito (R-WV),"$2,700",EADSY,Airbus SE,Health Care,Major Pharmaceuticals
John Hoeven (R-ND),"$2,700",NGG,National Grid Plc,Health Care,Major Pharmaceuticals
Jack Reed (D-RI),"$2,700",IAI,iShares US Broker-Dealers &amp; Secs Exchs,Health Care,Major Pharmaceuticals
Kamala Harris (D-CA),"$2,600",REEBX,American Funds Europacific Growth Fund,Health Care,Major Pharmaceuticals
Shelley Moore Capito (R-WV),"$2,600",SAFRY,Safran SA,Health Care,Major Pharmaceuticals
Dianne Feinstein (D-CA),"$2,600",GXXCX,Aberdeen US Equity Fund,Health Care,Major Pharmaceuticals
Sheldon Whitehouse (D-RI),"$2,600",ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals
Kamala Harris (D-CA),"$2,600",ANOIX,ANOIX-American Century Small Cap Growth Inv (NASDA,Finance,Investment Managers
John Hoeven (R-ND),"$2,500",VSAT,ViaSat Inc,Finance,Investment Managers
Kamala Harris (D-CA),"$2,500",MEIIX,MEIIX - MFS Value I,Finance,Investment Managers
Richard Burr (R-NC),"$2,400",MHK,Mohawk Industries,Finance,Investment Managers
Shelley Moore Capito (R-WV),"$2,400",PDRDY,Pernod Ricard SA,Finance,Investment Managers
Tom Carper (D-DE),"$2,400",FCX,Freeport-McMoRan,Finance,Investment Managers
Kamala Harris (D-CA),"$2,400",EFA,Equity Investments MSCI EAFE,Finance,Investment Managers
Kamala Harris (D-CA),"$2,400",VAW,Vanguard Materials ETF,Finance,Investment Managers
Gary Peters (D-MI),"$2,400",SLB,Schlumberger Ltd,Finance,Investment Managers
Kamala Harris (D-CA),"$2,400",ITM,VanEck Vectors AMT-Free Interm Muni ETF,Finance,Investment Managers
Kamala Harris (D-CA),"$2,300",IWD,iShares Russell 1000 Value ETF,Finance,Investment Managers
Shelley Moore Capito (R-WV),"$2,300",CCI,Crown Castle International,Finance,Investment Managers
Tina Smith (D-MN),"$2,300",QTVLF,QT Vascular,Finance,Investment Managers
Angus King (D-ME),"$2,300",SLB,Schlumberger Ltd,Finance,Investment Managers
Richard Blumenthal (D-CT),"$2,300",RCNYX,Rockefeller Tax Exempt Income Fund,Finance,Investment Managers
Jack Reed (D-RI),"$2,300",AMG,"Affiliated Managers Group, Inc.",Finance,Investment Managers
